Date_x,season,HomeTeam_x,AwayTeam_x,FTR,AvgH,AvgD,AvgA,Date_y,HomeTeam_y,AwayTeam_y,home_points_last5,home_gf_last5,home_ga_last5,home_rest_days,away_points_last5,away_gf_last5,away_ga_last5,away_rest_days
2021-05-15,2020/2021,Farense,Tondela,H,1.64,3.88,5.12,2021-05-15,Farense,Tondela,6.0,6.0,8.0,5.0,5.0,6.0,9.0,4.0
2021-05-15,2020/2021,Rio Ave,Porto,A,6.7,4.25,1.48,2021-05-15,Rio Ave,Porto,2.0,1.0,5.0,4.0,11.0,11.0,5.0,5.0
2021-05-16,2020/2021,Belenenses,Santa Clara,A,2.99,3.06,2.5,2021-05-16,Belenenses,Santa Clara,10.0,8.0,5.0,5.0,5.0,5.0,6.0,5.0
2021-05-16,2020/2021,Famalicao,Nacional,H,1.87,3.61,4.02,2021-05-16,Famalicao,Nacional,10.0,10.0,6.0,4.0,4.0,5.0,9.0,5.0
2021-05-16,2020/2021,Maritimo,Guimaraes,D,2.76,3.11,2.64,2021-05-16,Maritimo,Guimaraes,10.0,4.0,2.0,7.0,4.0,5.0,6.0,4.0
2021-05-18,2020/2021,Tondela,Pacos Ferreira,A,3.05,3.3,2.34,2021-05-18,Tondela,Pacos Ferreira,2.0,4.0,9.0,3.0,6.0,4.0,5.0,4.0
2021-05-19,2020/2021,Gil Vicente,Boavista,A,3.48,3.61,2.04,2021-05-19,Gil Vicente,Boavista,8.0,5.0,3.0,5.0,5.0,5.0,6.0,4.0
2021-05-19,2020/2021,Guimaraes,Benfica,A,3.37,3.69,2.06,2021-05-19,Guimaraes,Benfica,5.0,5.0,5.0,3.0,13.0,12.0,6.0,4.0
2021-05-19,2020/2021,Moreirense,Famalicao,H,3.26,3.52,2.16,2021-05-19,Moreirense,Famalicao,5.0,6.0,8.0,5.0,10.0,10.0,6.0,3.0
2021-05-19,2020/2021,Nacional,Rio Ave,A,5.21,3.79,1.67,2021-05-19,Nacional,Rio Ave,4.0,4.0,10.0,3.0,2.0,1.0,7.0,4.0
2021-05-19,2020/2021,Portimonense,Sp Braga,D,2.9,3.14,2.56,2021-05-19,Portimonense,Sp Braga,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0
2021-05-19,2020/2021,Porto,Belenenses,H,1.25,5.96,11.58,2021-05-19,Porto,Belenenses,11.0,13.0,5.0,4.0,9.0,6.0,5.0,3.0
2021-05-19,2020/2021,Santa Clara,Farense,H,2.18,3.42,3.31,2021-05-19,Santa Clara,Farense,7.0,7.0,6.0,3.0,6.0,5.0,8.0,4.0
2021-05-19,2020/2021,Sp Lisbon,Maritimo,H,1.27,5.65,11.21,2021-05-19,Sp Lisbon,Maritimo,12.0,9.0,4.0,4.0,8.0,3.0,2.0,3.0
2021-08-06,2021/2022,Sp Lisbon,Vizela,H,1.27,5.51,10.97,2021-08-06,Sp Lisbon,Vizela,12.0,13.0,5.0,79.0,,,,7.0
2021-08-07,2021/2022,Arouca,Estoril,A,2.25,3.2,3.28,2021-08-07,Arouca,Estoril,1.0,5.0,12.0,1539.0,7.0,4.0,4.0,1182.0
2021-08-07,2021/2022,Maritimo,Sp Braga,A,4.3,3.57,1.82,2021-08-07,Maritimo,Sp Braga,5.0,3.0,7.0,80.0,6.0,4.0,4.0,80.0
2021-08-07,2021/2022,Moreirense,Benfica,A,6.87,4.56,1.43,2021-08-07,Moreirense,Benfica,7.0,8.0,7.0,80.0,13.0,13.0,6.0,80.0
2021-08-08,2021/2022,Guimaraes,Portimonense,A,2.05,3.21,3.82,2021-08-08,Guimaraes,Portimonense,5.0,6.0,7.0,81.0,2.0,1.0,4.0,81.0
2021-08-08,2021/2022,Pacos Ferreira,Famalicao,H,2.4,3.1,3.07,2021-08-08,Pacos Ferreira,Famalicao,8.0,6.0,6.0,82.0,9.0,8.0,7.0,81.0
2021-08-08,2021/2022,Porto,Belenenses,H,1.22,6.26,11.93,2021-08-08,Porto,Belenenses,13.0,16.0,4.0,81.0,6.0,4.0,8.0,81.0
2021-08-08,2021/2022,Tondela,Santa Clara,H,3.05,3.14,2.4,2021-08-08,Tondela,Santa Clara,1.0,4.0,10.0,82.0,10.0,10.0,4.0,81.0
2021-08-09,2021/2022,Gil Vicente,Boavista,H,2.12,3.14,3.68,2021-08-09,Gil Vicente,Boavista,8.0,5.0,3.0,82.0,8.0,7.0,6.0,82.0
2021-08-13,2021/2022,Estoril,Guimaraes,D,2.88,3.09,2.58,2021-08-13,Estoril,Guimaraes,7.0,5.0,4.0,6.0,2.0,4.0,8.0,5.0
2021-08-14,2021/2022,Benfica,Arouca,H,1.17,7.02,16.22,2021-08-14,Benfica,Arouca,13.0,13.0,7.0,7.0,1.0,5.0,11.0,7.0
2021-08-14,2021/2022,Sp Braga,Sp Lisbon,A,3.36,3.2,2.23,2021-08-14,Sp Braga,Sp Lisbon,9.0,6.0,3.0,7.0,12.0,14.0,5.0,8.0
2021-08-14,2021/2022,Vizela,Tondela,H,2.37,3.17,3.1,2021-08-14,Vizela,Tondela,0.0,0.0,3.0,8.0,4.0,7.0,8.0,6.0
2021-08-15,2021/2022,Famalicao,Porto,A,8.06,4.8,1.37,2021-08-15,Famalicao,Porto,9.0,6.0,6.0,7.0,13.0,15.0,2.0,7.0
2021-08-15,2021/2022,Portimonense,Gil Vicente,A,2.4,3.06,3.15,2021-08-15,Portimonense,Gil Vicente,4.0,2.0,4.0,7.0,10.0,8.0,3.0,6.0
2021-08-15,2021/2022,Santa Clara,Moreirense,D,2.41,3.13,3.07,2021-08-15,Santa Clara,Moreirense,9.0,7.0,4.0,7.0,7.0,9.0,7.0,8.0
2021-08-16,2021/2022,Belenenses,Maritimo,A,2.51,2.91,3.13,2021-08-16,Belenenses,Maritimo,6.0,4.0,9.0,8.0,2.0,2.0,9.0,9.0
2021-08-16,2021/2022,Boavista,Pacos Ferreira,H,2.7,3.01,2.8,2021-08-16,Boavista,Pacos Ferreira,7.0,4.0,6.0,7.0,8.0,7.0,6.0,8.0
2021-08-20,2021/2022,Arouca,Famalicao,H,2.92,3.08,2.53,2021-08-20,Arouca,Famalicao,0.0,3.0,11.0,6.0,6.0,6.0,8.0,5.0
2021-08-20,2021/2022,Moreirense,Sp Braga,A,5.06,3.61,1.7,2021-08-20,Moreirense,Sp Braga,7.0,9.0,7.0,5.0,8.0,6.0,4.0,6.0
2021-08-21,2021/2022,Gil Vicente,Benfica,A,5.59,4.09,1.56,2021-08-21,Gil Vicente,Benfica,10.0,8.0,3.0,6.0,15.0,14.0,6.0,7.0
2021-08-21,2021/2022,Sp Lisbon,Belenenses,H,1.18,6.53,16.7,2021-08-21,Sp Lisbon,Belenenses,12.0,14.0,6.0,7.0,3.0,4.0,11.0,5.0
2021-08-22,2021/2022,Guimaraes,Vizela,H,1.7,3.59,5.06,2021-08-22,Guimaraes,Vizela,2.0,2.0,6.0,9.0,3.0,2.0,4.0,8.0
2021-08-22,2021/2022,Maritimo,Porto,D,8.65,4.6,1.37,2021-08-22,Maritimo,Porto,5.0,4.0,9.0,6.0,15.0,16.0,2.0,7.0
2021-08-22,2021/2022,Tondela,Portimonense,A,2.83,2.93,2.7,2021-08-22,Tondela,Portimonense,3.0,7.0,9.0,8.0,4.0,2.0,4.0,7.0
2021-08-23,2021/2022,Boavista,Santa Clara,H,2.36,3.15,3.09,2021-08-23,Boavista,Santa Clara,9.0,6.0,5.0,7.0,10.0,9.0,5.0,8.0
2021-08-23,2021/2022,Pacos Ferreira,Estoril,A,2.16,3.14,3.51,2021-08-23,Pacos Ferreira,Estoril,7.0,6.0,8.0,7.0,8.0,4.0,2.0,10.0
2021-08-27,2021/2022,Belenenses,Moreirense,D,3.32,3.15,2.28,2021-08-27,Belenenses,Moreirense,0.0,1.0,12.0,6.0,4.0,9.0,9.0,7.0
2021-08-27,2021/2022,Estoril,Maritimo,H,2.1,3.1,3.86,2021-08-27,Estoril,Maritimo,11.0,7.0,2.0,4.0,5.0,4.0,9.0,5.0
2021-08-28,2021/2022,Famalicao,Sp Lisbon,D,6.71,4.23,1.48,2021-08-28,Famalicao,Sp Lisbon,3.0,5.0,9.0,8.0,12.0,15.0,6.0,7.0
2021-08-28,2021/2022,Porto,Arouca,H,1.18,6.97,16.11,2021-08-28,Porto,Arouca,13.0,12.0,2.0,6.0,3.0,5.0,11.0,8.0
2021-08-28,2021/2022,Vizela,Boavista,D,2.77,3.23,2.57,2021-08-28,Vizela,Boavista,3.0,2.0,8.0,6.0,12.0,8.0,4.0,5.0
2021-08-29,2021/2022,Benfica,Tondela,H,1.18,6.84,15.57,2021-08-29,Benfica,Tondela,15.0,13.0,5.0,8.0,3.0,6.0,9.0,7.0
2021-08-29,2021/2022,Portimonense,Pacos Ferreira,A,2.13,3.2,3.6,2021-08-29,Portimonense,Pacos Ferreira,7.0,4.0,2.0,7.0,6.0,6.0,10.0,6.0
2021-08-29,2021/2022,Santa Clara,Gil Vicente,H,2.63,2.98,2.9,2021-08-29,Santa Clara,Gil Vicente,7.0,8.0,7.0,6.0,9.0,7.0,4.0,8.0
2021-08-29,2021/2022,Sp Braga,Guimaraes,D,1.73,3.79,4.62,2021-08-29,Sp Braga,Guimaraes,10.0,8.0,5.0,9.0,5.0,5.0,4.0,7.0
2021-09-11,2021/2022,Pacos Ferreira,Sp Braga,D,4.19,3.45,1.88,2021-09-11,Pacos Ferreira,Sp Braga,9.0,7.0,8.0,13.0,8.0,6.0,4.0,13.0
2021-09-11,2021/2022,Santa Clara,Benfica,A,5.9,4.22,1.53,2021-09-11,Santa Clara,Benfica,7.0,7.0,7.0,13.0,15.0,11.0,3.0,13.0
2021-09-11,2021/2022,Sp Lisbon,Porto,D,2.57,3.16,2.82,2021-09-11,Sp Lisbon,Porto,13.0,13.0,3.0,14.0,13.0,12.0,2.0,14.0
2021-09-12,2021/2022,Boavista,Portimonense,D,2.57,3.09,2.88,2021-09-12,Boavista,Portimonense,10.0,8.0,5.0,15.0,7.0,4.0,2.0,14.0
2021-09-12,2021/2022,Gil Vicente,Vizela,D,2.02,3.37,3.72,2021-09-12,Gil Vicente,Vizela,6.0,5.0,5.0,14.0,4.0,3.0,9.0,15.0
2021-09-12,2021/2022,Guimaraes,Belenenses,D,1.5,4.06,6.74,2021-09-12,Guimaraes,Belenenses,5.0,5.0,4.0,14.0,1.0,2.0,11.0,16.0
2021-09-12,2021/2022,Moreirense,Famalicao,D,2.82,3.16,2.57,2021-09-12,Moreirense,Famalicao,5.0,9.0,8.0,16.0,1.0,3.0,10.0,15.0
2021-09-13,2021/2022,Maritimo,Arouca,D,2.06,3.24,3.74,2021-09-13,Maritimo,Arouca,4.0,5.0,11.0,17.0,3.0,4.0,12.0,16.0
2021-09-13,2021/2022,Tondela,Estoril,A,2.95,3.24,2.42,2021-09-13,Tondela,Estoril,3.0,7.0,10.0,15.0,11.0,7.0,2.0,17.0
2021-09-17,2021/2022,Portimonense,Santa Clara,H,2.34,3.01,3.37,2021-09-17,Portimonense,Santa Clara,7.0,5.0,3.0,5.0,4.0,3.0,12.0,6.0
2021-09-18,2021/2022,Arouca,Guimaraes,D,3.84,3.42,1.98,2021-09-18,Arouca,Guimaraes,4.0,4.0,10.0,5.0,6.0,4.0,1.0,6.0
2021-09-18,2021/2022,Belenenses,Gil Vicente,D,3.47,3.1,2.23,2021-09-18,Belenenses,Gil Vicente,2.0,2.0,7.0,6.0,7.0,6.0,5.0,6.0
2021-09-18,2021/2022,Famalicao,Maritimo,D,2.04,3.35,3.69,2021-09-18,Famalicao,Maritimo,2.0,5.0,9.0,6.0,5.0,6.0,8.0,5.0
2021-09-19,2021/2022,Estoril,Sp Lisbon,A,6.08,3.74,1.59,2021-09-19,Estoril,Sp Lisbon,13.0,9.0,3.0,6.0,11.0,9.0,3.0,8.0
2021-09-19,2021/2022,Porto,Moreirense,H,1.21,6.47,13.59,2021-09-19,Porto,Moreirense,11.0,9.0,3.0,8.0,3.0,8.0,10.0,7.0
2021-09-19,2021/2022,Vizela,Pacos Ferreira,D,2.42,3.16,3.01,2021-09-19,Vizela,Pacos Ferreira,5.0,5.0,11.0,7.0,7.0,4.0,6.0,8.0
2021-09-20,2021/2022,Benfica,Boavista,H,1.2,6.51,13.63,2021-09-20,Benfica,Boavista,15.0,13.0,2.0,9.0,8.0,7.0,5.0,8.0
2021-09-20,2021/2022,Sp Braga,Tondela,H,1.33,5.15,8.94,2021-09-20,Sp Braga,Tondela,8.0,6.0,4.0,9.0,3.0,6.0,9.0,7.0
2021-09-24,2021/2022,Gil Vicente,Porto,A,7.88,4.48,1.42,2021-09-24,Gil Vicente,Porto,5.0,4.0,6.0,6.0,11.0,12.0,3.0,5.0
2021-09-24,2021/2022,Sp Lisbon,Maritimo,H,1.26,5.59,12.56,2021-09-24,Sp Lisbon,Maritimo,11.0,7.0,3.0,5.0,6.0,6.0,6.0,6.0
2021-09-25,2021/2022,Guimaraes,Benfica,A,5.03,3.89,1.66,2021-09-25,Guimaraes,Benfica,7.0,6.0,2.0,7.0,15.0,14.0,2.0,5.0
2021-09-25,2021/2022,Moreirense,Arouca,H,2.12,3.38,3.41,2021-09-25,Moreirense,Arouca,3.0,7.0,13.0,6.0,5.0,6.0,10.0,7.0
2021-09-25,2021/2022,Tondela,Famalicao,H,3.18,3.31,2.26,2021-09-25,Tondela,Famalicao,0.0,4.0,12.0,5.0,3.0,5.0,7.0,7.0
2021-09-26,2021/2022,Portimonense,Vizela,D,2.2,3.3,3.32,2021-09-26,Portimonense,Vizela,7.0,6.0,4.0,9.0,6.0,6.0,9.0,7.0
2021-09-26,2021/2022,Santa Clara,Sp Braga,D,3.86,3.39,1.98,2021-09-26,Santa Clara,Sp Braga,4.0,4.0,11.0,9.0,8.0,7.0,5.0,6.0
2021-09-27,2021/2022,Boavista,Estoril,D,2.68,3.03,2.81,2021-09-27,Boavista,Estoril,8.0,8.0,5.0,7.0,10.0,7.0,4.0,8.0
2021-09-27,2021/2022,Pacos Ferreira,Belenenses,D,1.73,3.52,5.11,2021-09-27,Pacos Ferreira,Belenenses,5.0,3.0,7.0,8.0,3.0,3.0,6.0,9.0
2021-10-01,2021/2022,Famalicao,Guimaraes,A,2.5,3.35,2.79,2021-10-01,Famalicao,Guimaraes,3.0,6.0,8.0,6.0,6.0,7.0,5.0,6.0
2021-10-01,2021/2022,Maritimo,Moreirense,D,2.21,3.22,3.4,2021-10-01,Maritimo,Moreirense,3.0,4.0,6.0,7.0,5.0,7.0,12.0,6.0
2021-10-02,2021/2022,Arouca,Sp Lisbon,A,8.08,4.22,1.43,2021-10-02,Arouca,Sp Lisbon,5.0,7.0,10.0,7.0,11.0,6.0,2.0,8.0
2021-10-02,2021/2022,Porto,Pacos Ferreira,H,1.24,5.94,11.86,2021-10-02,Porto,Pacos Ferreira,11.0,12.0,3.0,8.0,6.0,5.0,6.0,5.0
2021-10-02,2021/2022,Vizela,Santa Clara,D,2.48,3.17,2.95,2021-10-02,Vizela,Santa Clara,4.0,4.0,8.0,6.0,4.0,3.0,10.0,6.0
2021-10-03,2021/2022,Belenenses,Tondela,A,2.46,3.31,2.85,2021-10-03,Belenenses,Tondela,4.0,4.0,6.0,6.0,3.0,6.0,12.0,8.0
2021-10-03,2021/2022,Benfica,Portimonense,A,1.21,6.48,13.58,2021-10-03,Benfica,Portimonense,15.0,15.0,3.0,8.0,8.0,6.0,3.0,7.0
2021-10-03,2021/2022,Estoril,Gil Vicente,D,2.24,3.21,3.34,2021-10-03,Estoril,Gil Vicente,10.0,8.0,5.0,6.0,2.0,4.0,8.0,9.0
2021-10-03,2021/2022,Sp Braga,Boavista,D,1.45,4.47,6.85,2021-10-03,Sp Braga,Boavista,9.0,7.0,4.0,7.0,6.0,6.0,6.0,6.0
2021-10-22,2021/2022,Guimaraes,Maritimo,H,1.54,3.96,6.27,2021-10-22,Guimaraes,Maritimo,6.0,5.0,6.0,21.0,3.0,3.0,5.0,21.0
2021-10-23,2021/2022,Santa Clara,Famalicao,A,2.48,3.12,2.95,2021-10-23,Santa Clara,Famalicao,5.0,4.0,9.0,21.0,3.0,6.0,8.0,22.0
2021-10-23,2021/2022,Sp Lisbon,Moreirense,H,1.23,5.96,12.59,2021-10-23,Sp Lisbon,Moreirense,11.0,6.0,3.0,21.0,6.0,5.0,9.0,22.0
2021-10-23,2021/2022,Tondela,Porto,A,8.0,4.93,1.36,2021-10-23,Tondela,Porto,6.0,8.0,9.0,20.0,13.0,13.0,3.0,21.0
2021-10-24,2021/2022,Pacos Ferreira,Arouca,D,1.95,3.4,3.91,2021-10-24,Pacos Ferreira,Arouca,6.0,5.0,5.0,22.0,2.0,6.0,11.0,22.0
2021-10-24,2021/2022,Portimonense,Estoril,A,2.4,3.0,3.17,2021-10-24,Portimonense,Estoril,8.0,4.0,3.0,21.0,8.0,7.0,6.0,21.0
2021-10-24,2021/2022,Vizela,Benfica,A,6.89,4.61,1.42,2021-10-24,Vizela,Benfica,5.0,5.0,5.0,22.0,12.0,13.0,4.0,21.0
2021-10-25,2021/2022,Boavista,Belenenses,D,1.97,3.2,4.03,2021-10-25,Boavista,Belenenses,4.0,6.0,8.0,22.0,4.0,4.0,6.0,22.0
2021-10-25,2021/2022,Gil Vicente,Sp Braga,A,3.84,3.37,1.96,2021-10-25,Gil Vicente,Sp Braga,3.0,6.0,8.0,22.0,7.0,6.0,4.0,22.0
2021-10-29,2021/2022,Arouca,Tondela,H,2.34,3.22,3.1,2021-10-29,Arouca,Tondela,3.0,6.0,8.0,5.0,6.0,8.0,10.0,6.0
2021-10-30,2021/2022,Estoril,Benfica,D,7.26,4.39,1.43,2021-10-30,Estoril,Benfica,8.0,7.0,5.0,6.0,12.0,12.0,3.0,6.0
2021-10-30,2021/2022,Porto,Boavista,H,1.2,6.55,13.29,2021-10-30,Porto,Boavista,13.0,13.0,4.0,7.0,4.0,5.0,7.0,5.0
2021-10-30,2021/2022,Sp Lisbon,Guimaraes,H,1.51,4.24,6.04,2021-10-30,Sp Lisbon,Guimaraes,13.0,6.0,2.0,7.0,8.0,7.0,7.0,8.0
2021-10-31,2021/2022,Belenenses,Santa Clara,H,3.03,3.11,2.4,2021-10-31,Belenenses,Santa Clara,4.0,3.0,5.0,6.0,2.0,3.0,11.0,8.0
2021-10-31,2021/2022,Famalicao,Vizela,D,2.0,3.42,3.65,2021-10-31,Famalicao,Vizela,5.0,7.0,7.0,8.0,4.0,4.0,5.0,7.0
2021-10-31,2021/2022,Maritimo,Gil Vicente,A,2.79,3.11,2.6,2021-10-31,Maritimo,Gil Vicente,3.0,3.0,5.0,9.0,3.0,6.0,8.0,6.0
2021-11-01,2021/2022,Moreirense,Pacos Ferreira,D,2.4,3.23,2.92,2021-11-01,Moreirense,Pacos Ferreira,5.0,4.0,9.0,9.0,4.0,4.0,5.0,8.0
2021-11-01,2021/2022,Sp Braga,Portimonense,H,1.46,4.26,6.76,2021-11-01,Sp Braga,Portimonense,9.0,7.0,4.0,7.0,8.0,4.0,4.0,8.0
2021-11-05,2021/2022,Boavista,Famalicao,A,3.79,3.29,2.05,2021-11-05,Boavista,Famalicao,3.0,5.0,10.0,6.0,5.0,6.0,6.0,5.0
2021-11-05,2021/2022,Gil Vicente,Arouca,D,1.89,3.42,4.25,2021-11-05,Gil Vicente,Arouca,5.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0
2021-11-06,2021/2022,Guimaraes,Moreirense,H,1.49,4.19,6.67,2021-11-06,Guimaraes,Moreirense,7.0,7.0,8.0,7.0,5.0,3.0,8.0,5.0
2021-11-06,2021/2022,Portimonense,Belenenses,H,1.96,3.23,4.2,2021-11-06,Portimonense,Belenenses,7.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0
2021-11-06,2021/2022,Vizela,Estoril,D,2.53,3.14,2.89,2021-11-06,Vizela,Estoril,4.0,3.0,4.0,6.0,6.0,6.0,5.0,7.0
2021-11-07,2021/2022,Benfica,Sp Braga,H,1.58,4.13,5.33,2021-11-07,Benfica,Sp Braga,10.0,8.0,4.0,8.0,11.0,10.0,4.0,6.0
2021-11-07,2021/2022,Pacos Ferreira,Sp Lisbon,A,6.77,3.93,1.52,2021-11-07,Pacos Ferreira,Sp Lisbon,4.0,5.0,6.0,6.0,15.0,6.0,1.0,8.0
2021-11-07,2021/2022,Santa Clara,Porto,A,7.65,4.44,1.42,2021-11-07,Santa Clara,Porto,2.0,4.0,8.0,7.0,15.0,16.0,4.0,8.0
2021-11-07,2021/2022,Tondela,Maritimo,H,2.2,3.27,3.33,2021-11-07,Tondela,Maritimo,6.0,7.0,10.0,9.0,2.0,2.0,5.0,7.0
2021-11-26,2021/2022,Moreirense,Gil Vicente,D,2.45,3.15,3.0,2021-11-26,Moreirense,Gil Vicente,5.0,4.0,5.0,20.0,5.0,6.0,7.0,21.0
2021-11-27,2021/2022,Arouca,Boavista,H,2.04,3.36,3.63,2021-11-27,Arouca,Boavista,5.0,5.0,5.0,22.0,3.0,6.0,12.0,22.0
2021-11-27,2021/2022,Belenenses,Benfica,A,13.75,5.99,1.22,2021-11-27,Belenenses,Benfica,5.0,4.0,7.0,21.0,10.0,11.0,4.0,20.0
2021-11-27,2021/2022,Famalicao,Portimonense,A,1.82,3.4,4.57,2021-11-27,Famalicao,Portimonense,7.0,11.0,8.0,22.0,7.0,3.0,5.0,21.0
2021-11-28,2021/2022,Maritimo,Pacos Ferreira,H,2.63,3.1,2.76,2021-11-28,Maritimo,Pacos Ferreira,1.0,4.0,9.0,21.0,3.0,4.0,7.0,21.0
2021-11-28,2021/2022,Porto,Guimaraes,H,1.33,5.17,8.6,2021-11-28,Porto,Guimaraes,15.0,14.0,4.0,21.0,9.0,7.0,7.0,22.0
2021-11-28,2021/2022,Sp Lisbon,Tondela,H,1.2,6.21,14.59,2021-11-28,Sp Lisbon,Tondela,15.0,7.0,1.0,21.0,9.0,10.0,9.0,21.0
2021-11-29,2021/2022,Estoril,Santa Clara,D,2.02,3.28,3.76,2021-11-29,Estoril,Santa Clara,7.0,7.0,5.0,23.0,2.0,3.0,9.0,22.0
2021-11-30,2021/2022,Sp Braga,Vizela,H,1.45,4.48,6.72,2021-11-30,Sp Braga,Vizela,8.0,8.0,9.0,23.0,4.0,3.0,4.0,24.0
2021-12-03,2021/2022,Benfica,Sp Lisbon,A,1.99,3.41,3.85,2021-12-03,Benfica,Sp Lisbon,10.0,15.0,3.0,6.0,15.0,8.0,1.0,5.0
2021-12-03,2021/2022,Portimonense,Porto,A,8.97,4.61,1.37,2021-12-03,Portimonense,Porto,9.0,6.0,5.0,6.0,15.0,14.0,4.0,5.0
2021-12-04,2021/2022,Boavista,Maritimo,D,2.29,3.17,3.24,2021-12-04,Boavista,Maritimo,2.0,6.0,13.0,7.0,4.0,6.0,8.0,6.0
2021-12-04,2021/2022,Pacos Ferreira,Guimaraes,A,3.0,3.12,2.45,2021-12-04,Pacos Ferreira,Guimaraes,2.0,2.0,7.0,6.0,9.0,7.0,6.0,6.0
2021-12-05,2021/2022,Gil Vicente,Famalicao,H,2.82,3.11,2.6,2021-12-05,Gil Vicente,Famalicao,6.0,7.0,7.0,9.0,7.0,9.0,8.0,8.0
2021-12-05,2021/2022,Santa Clara,Arouca,H,2.09,3.38,3.5,2021-12-05,Santa Clara,Arouca,2.0,4.0,10.0,6.0,8.0,6.0,4.0,8.0
2021-12-05,2021/2022,Sp Braga,Estoril,H,1.48,4.36,6.37,2021-12-05,Sp Braga,Estoril,10.0,11.0,9.0,5.0,7.0,8.0,6.0,6.0
2021-12-10,2021/2022,Pacos Ferreira,Gil Vicente,A,3.05,3.08,2.48,2021-12-10,Pacos Ferreira,Gil Vicente,2.0,2.0,7.0,6.0,8.0,9.0,5.0,5.0
2021-12-11,2021/2022,Guimaraes,Tondela,H,1.43,4.61,6.81,2021-12-11,Guimaraes,Tondela,9.0,7.0,6.0,7.0,6.0,7.0,9.0,13.0
2021-12-11,2021/2022,Maritimo,Santa Clara,H,2.53,3.08,2.94,2021-12-11,Maritimo,Santa Clara,4.0,7.0,9.0,7.0,4.0,5.0,10.0,6.0
2021-12-11,2021/2022,Sp Lisbon,Boavista,H,1.18,6.89,16.24,2021-12-11,Sp Lisbon,Boavista,15.0,9.0,1.0,8.0,2.0,5.0,12.0,7.0
2021-12-12,2021/2022,Belenenses,Estoril,A,4.44,3.43,1.84,2021-12-12,Belenenses,Estoril,4.0,2.0,12.0,15.0,6.0,6.0,6.0,7.0
2021-12-12,2021/2022,Famalicao,Benfica,A,7.31,4.71,1.41,2021-12-12,Famalicao,Benfica,7.0,8.0,10.0,7.0,10.0,16.0,5.0,9.0
2021-12-12,2021/2022,Moreirense,Portimonense,A,2.49,3.11,2.98,2021-12-12,Moreirense,Portimonense,3.0,4.0,6.0,16.0,6.0,5.0,8.0,9.0
2021-12-12,2021/2022,Porto,Sp Braga,H,1.49,4.44,6.1,2021-12-12,Porto,Sp Braga,15.0,15.0,3.0,9.0,12.0,11.0,7.0,7.0
2021-12-13,2021/2022,Arouca,Vizela,A,2.25,3.25,3.22,2021-12-13,Arouca,Vizela,8.0,6.0,4.0,8.0,3.0,4.0,8.0,13.0
2021-12-17,2021/2022,Estoril,Famalicao,D,2.31,3.38,3.05,2021-12-17,Estoril,Famalicao,6.0,5.0,6.0,5.0,4.0,7.0,14.0,5.0
2021-12-17,2021/2022,Santa Clara,Guimaraes,H,3.11,3.24,2.35,2021-12-17,Santa Clara,Guimaraes,4.0,6.0,12.0,6.0,9.0,10.0,7.0,6.0
2021-12-18,2021/2022,Gil Vicente,Sp Lisbon,A,6.4,4.07,1.52,2021-12-18,Gil Vicente,Sp Lisbon,11.0,10.0,4.0,8.0,15.0,10.0,1.0,7.0
2021-12-18,2021/2022,Portimonense,Arouca,D,2.03,3.28,3.81,2021-12-18,Portimonense,Arouca,9.0,6.0,6.0,6.0,7.0,7.0,8.0,5.0
2021-12-18,2021/2022,Tondela,Pacos Ferreira,A,2.37,3.34,2.96,2021-12-18,Tondela,Pacos Ferreira,3.0,7.0,14.0,7.0,1.0,2.0,8.0,8.0
2021-12-19,2021/2022,Benfica,Maritimo,H,1.13,8.24,21.43,2021-12-19,Benfica,Maritimo,10.0,19.0,6.0,7.0,7.0,10.0,8.0,8.0
2021-12-19,2021/2022,Boavista,Moreirense,H,2.5,3.17,2.89,2021-12-19,Boavista,Moreirense,1.0,5.0,14.0,8.0,2.0,4.0,7.0,7.0
2021-12-19,2021/2022,Sp Braga,Belenenses,H,1.18,6.78,15.91,2021-12-19,Sp Braga,Belenenses,9.0,10.0,8.0,7.0,4.0,2.0,11.0,7.0
2021-12-19,2021/2022,Vizela,Porto,A,9.36,5.11,1.32,2021-12-19,Vizela,Porto,5.0,7.0,8.0,6.0,15.0,13.0,2.0,7.0
2021-12-28,2021/2022,Maritimo,Vizela,H,3.06,3.13,2.43,2021-12-28,Maritimo,Vizela,7.0,10.0,13.0,9.0,5.0,7.0,11.0,9.0
2021-12-28,2021/2022,Moreirense,Estoril,H,2.92,3.06,2.56,2021-12-28,Moreirense,Estoril,2.0,4.0,7.0,9.0,6.0,6.0,7.0,11.0
2021-12-28,2021/2022,Tondela,Gil Vicente,A,3.35,3.36,2.16,2021-12-28,Tondela,Gil Vicente,3.0,6.0,12.0,10.0,8.0,8.0,6.0,10.0
2021-12-29,2021/2022,Guimaraes,Boavista,D,1.65,3.85,5.12,2021-12-29,Guimaraes,Boavista,9.0,10.0,7.0,12.0,4.0,5.0,10.0,10.0
2021-12-29,2021/2022,Sp Lisbon,Portimonense,H,1.27,5.35,11.59,2021-12-29,Sp Lisbon,Portimonense,15.0,12.0,1.0,11.0,10.0,7.0,4.0,11.0
